transaction_id,customer_id,product_id,quantity,transaction_date,payment_method,discount_pct,total_amount
TX303147,CUST101080,PROD200817,4,2024-02-22,Credit Card,15,4445.64
TX303148,CUST100096,PROD201002,3,2024-06-23,Credit Card,5,3678.81
TX303149,CUST100197,PROD201264,1,2024-05-13,Credit Card,20,411.95
TX303150,CUST100146,PROD200454,3,2023-08-27,Mobile Pay,10,2006.91
TX303151,CUST101318,PROD201765,2,2024-09-07,Debit Card,0,2904.38
TX303152,CUST100722,PROD200901,4,2023-01-15,Credit Card,10,1331.57
TX303153,CUST100683,PROD201553,1,2023-07-16,Credit Card,0,497.31
TX303154,CUST101035,PROD201682,1,2021-08-22,Credit Card,5,413.15
TX303155,CUST100332,PROD200243,2,2021-07-19,Credit Card,15,1610.7
TX303156,CUST101243,PROD201586,1,2024-09-11,Mobile Pay,15,707.6
TX303157,CUST101421,PROD200770,3,2022-03-31,Debit Card,10,1776.9
TX303158,CUST101365,PROD200237,2,2021-01-05,Cash,15,1502.1
TX303159,CUST100511,PROD201269,2,2022-12-01,Credit Card,5,2009.95
TX303160,CUST100171,PROD200344,1,2022-12-29,Debit Card,5,218.56
TX303161,CUST101491,PROD201507,2,2024-07-21,Credit Card,20,708.24
TX303162,CUST101189,PROD200309,4,2022-08-21,Cash,5,4879.92
TX303163,CUST101193,PROD201584,3,2024-01-27,Cash,0,1890.33
TX303164,CUST100563,PROD201307,2,2023-12-06,Credit Card,15,1797.5
TX303165,CUST100511,PROD200037,4,2023-02-05,Credit Card,0,1871.4
TX303166,CUST101212,PROD200031,1,2021-08-06,Cash,30,43.24
TX303167,CUST101143,PROD201266,2,2021-04-04,Credit Card,0,2137.92
TX303168,CUST100104,PROD201576,4,2021-12-03,Debit Card,10,5283.97
TX303169,CUST100673,PROD200291,1,2023-10-06,Debit Card,10,1050.4
TX303170,CUST100806,PROD201638,4,2021-10-15,Credit Card,0,2269.68
TX303171,CUST101064,PROD200291,1,2023-04-19,Debit Card,15,992.04
TX303172,CUST100888,PROD201642,3,2021-08-08,Debit Card,5,1972.06
TX303173,CUST100875,PROD200757,2,2022-06-05,Debit Card,0,1093.9
TX303174,CUST100676,PROD201405,3,2024-06-05,Credit Card,20,1923.29
TX303175,CUST100320,PROD201622,3,2022-02-06,Cash,10,3664.12
TX303176,CUST100334,PROD200577,2,2022-01-20,Credit Card,15,2252.09
TX303177,CUST101183,PROD201161,3,2021-09-05,Credit Card,30,2291.67
TX303178,CUST100263,PROD201223,3,2023-03-16,Credit Card,0,1027.56
TX303179,CUST100864,PROD201358,4,2022-03-18,Cash,10,4795.74
TX303180,CUST100351,PROD200604,1,2023-07-26,Credit Card,15,1074.0
TX303181,CUST101233,PROD200446,3,2022-01-26,Cash,20,2855.09
TX303182,CUST101405,PROD201371,2,2022-11-24,Debit Card,0,2615.8
TX303183,CUST100675,PROD200277,4,2021-08-09,Mobile Pay,20,4765.41
TX303184,CUST100918,PROD200993,1,2023-04-29,Debit Card,10,156.27
TX303185,CUST100004,PROD200531,3,2021-04-06,Debit Card,0,2743.44
TX303186,CUST100033,PROD201422,3,2024-07-20,Cash,0,1772.85
TX303187,CUST101168,PROD201414,2,2024-10-08,Debit Card,5,167.86
TX303188,CUST100350,PROD200983,3,2024-04-20,Cash,15,1754.71
TX303189,CUST100582,PROD200601,2,2021-09-10,Credit Card,0,477.72
TX303190,CUST100464,PROD200561,3,2023-07-12,Debit Card,20,3462.34
TX303191,CUST100347,PROD201033,3,2023-07-26,Cash,5,1601.81
TX303192,CUST100124,PROD200590,2,2024-09-10,Cash,0,1455.74
TX303193,CUST101294,PROD201572,1,2024-04-21,Cash,30,492.47
TX303194,CUST100356,PROD200058,4,2023-10-30,Debit Card,5,1786.0
TX303195,CUST100526,PROD201111,2,2021-10-03,Mobile Pay,10,2664.2
TX303196,CUST100497,PROD200458,1,2023-10-19,Credit Card,0,509.89
TX303197,CUST101176,PROD200103,1,2021-01-09,Credit Card,0,109.8
TX303198,CUST100052,PROD200830,2,2023-12-23,Credit Card,5,2693.69
TX303199,CUST100148,PROD200788,4,2021-04-10,Mobile Pay,20,1109.02
TX303200,CUST100502,PROD200103,2,2024-02-08,Credit Card,0,219.6
TX303201,CUST100869,PROD201277,3,2023-06-06,Cash,15,1531.56
TX303202,CUST101473,PROD200741,3,2024-04-13,Credit Card,5,809.2
TX303203,CUST100218,PROD201358,1,2023-09-17,Credit Card,5,1265.54
TX303204,CUST101300,PROD201486,3,2023-11-08,Debit Card,20,2146.25
TX303205,CUST100451,PROD201572,4,2021-12-29,Debit Card,0,2814.12
TX303206,CUST101451,PROD200300,2,2024-03-30,Credit Card,30,1507.09
TX303207,CUST100082,PROD200653,4,2021-12-22,Debit Card,20,1578.88
TX303208,CUST101241,PROD200554,1,2021-09-20,Credit Card,0,1332.87
TX303209,CUST100737,PROD200627,3,2021-08-01,Debit Card,5,2141.4
TX303210,CUST100526,PROD201364,3,2023-03-05,Credit Card,0,2842.32
TX303211,CUST100403,PROD201515,2,2024-09-08,Debit Card,5,573.76
TX303212,CUST100289,PROD201107,4,2024-05-14,Credit Card,5,537.4
TX303213,CUST100419,PROD200928,4,2024-05-26,Debit Card,20,1561.57
TX303214,CUST100338,PROD201282,2,2022-10-22,Credit Card,0,1731.6
TX303215,CUST100776,PROD200359,3,2023-10-30,Credit Card,5,1287.63
TX303216,CUST100710,PROD200086,1,2023-02-27,Credit Card,10,66.93
TX303217,CUST100986,PROD200427,1,2023-05-08,Cash,10,340.37
TX303218,CUST100958,PROD200366,2,2024-06-01,Debit Card,0,453.96
TX303219,CUST101442,PROD200342,2,2022-05-24,Mobile Pay,0,911.16
TX303220,CUST101230,PROD200346,2,2022-07-15,Mobile Pay,0,1518.22
TX303221,CUST100685,PROD200095,4,2023-03-26,Cash,0,1697.56
TX303222,CUST101288,PROD201278,3,2022-12-04,Cash,0,1291.41
TX303223,CUST101059,PROD201159,3,2022-08-26,Debit Card,10,2793.2
TX303224,CUST100372,PROD201271,2,2023-07-17,Debit Card,0,2711.82
TX303225,CUST101282,PROD201522,1,2021-10-01,Debit Card,15,278.49
TX303226,CUST100993,PROD200883,4,2021-10-10,Credit Card,0,3388.28
TX303227,CUST100530,PROD200485,2,2023-04-26,Credit Card,10,1133.59
TX303228,CUST100923,PROD201425,4,2024-05-18,Debit Card,5,2402.25
TX303229,CUST100022,PROD200603,2,2023-11-16,Cash,0,2181.3
TX303230,CUST100103,PROD200411,4,2022-09-05,Credit Card,0,4195.08
TX303231,CUST100240,PROD200447,1,2024-01-27,Credit Card,0,341.73
TX303232,CUST101004,PROD200246,1,2022-10-05,Debit Card,10,905.95
TX303233,CUST100902,PROD200769,1,2024-02-08,Mobile Pay,15,238.35
TX303234,CUST101276,PROD200698,1,2024-07-19,Credit Card,30,704.33
TX303235,CUST101165,PROD200420,3,2022-03-22,Debit Card,0,2455.65
TX303236,CUST100813,PROD200123,3,2022-02-16,Mobile Pay,20,3533.42
TX303237,CUST100654,PROD201283,4,2022-03-06,Credit Card,5,948.56
TX303238,CUST101474,PROD201192,2,2024-07-02,Mobile Pay,0,2374.64
TX303239,CUST100782,PROD200940,3,2022-08-19,Mobile Pay,0,1326.36
TX303240,CUST100306,PROD200876,2,2022-12-09,Credit Card,0,121.68
TX303241,CUST100007,PROD201134,4,2024-10-09,Credit Card,5,3968.42
TX303242,CUST101092,PROD201313,2,2021-09-29,Credit Card,20,1146.74
TX303243,CUST100574,PROD201622,1,2024-08-24,Credit Card,0,1357.08
TX303244,CUST101091,PROD200012,1,2021-12-31,Mobile Pay,0,785.01
TX303245,CUST100911,PROD201286,3,2023-10-29,Credit Card,0,70.74
TX303246,CUST101431,PROD200799,4,2024-01-17,Mobile Pay,0,2459.12
TX303247,CUST100517,PROD201046,3,2024-07-28,Credit Card,20,3436.37
TX303248,CUST101142,PROD200944,3,2022-10-23,Mobile Pay,0,1563.87
TX303249,CUST101054,PROD200199,3,2021-08-25,Credit Card,0,4419.87
TX303250,CUST100482,PROD201265,4,2022-12-23,Debit Card,20,2616.29
TX303251,CUST100206,PROD201262,1,2024-02-26,Credit Card,0,162.57
TX303252,CUST100668,PROD200302,1,2023-09-11,Credit Card,0,355.13
TX303253,CUST100578,PROD201188,3,2024-04-08,Credit Card,10,1466.29
TX303254,CUST100386,PROD200737,2,2024-03-14,Credit Card,5,587.29
TX303255,CUST100411,PROD200175,1,2024-09-28,Credit Card,15,366.02
TX303256,CUST101393,PROD201052,1,2023-05-05,Debit Card,5,977.3
TX303257,CUST101376,PROD200676,4,2024-10-12,Credit Card,0,2062.6
TX303258,CUST101359,PROD200534,1,2023-12-30,Cash,0,76.52
TX303259,CUST100890,PROD201317,1,2022-08-09,Debit Card,20,564.7
TX303260,CUST100905,PROD200476,3,2023-05-16,Cash,0,2060.88
TX303261,CUST101312,PROD200382,3,2021-01-27,Mobile Pay,30,2873.16
TX303262,CUST100962,PROD200555,4,2023-12-07,Cash,0,5046.8
TX303263,CUST100964,PROD201796,4,2021-08-07,Credit Card,15,4694.75
TX303264,CUST100139,PROD201715,2,2021-02-21,Credit Card,15,102.66
TX303265,CUST100299,PROD201319,1,2023-02-20,Debit Card,5,398.65
TX303266,CUST101036,PROD201674,3,2021-10-25,Debit Card,0,3631.71
TX303267,CUST100663,PROD200333,3,2021-04-19,Credit Card,10,336.77
TX303268,CUST101451,PROD201271,1,2024-10-04,Debit Card,5,1288.11
TX303269,CUST100824,PROD201264,4,2021-04-26,Credit Card,10,1853.78
TX303270,CUST100399,PROD201129,3,2022-02-14,Credit Card,5,886.49
TX303271,CUST100991,PROD200897,4,2022-07-01,Cash,5,4714.09
TX303272,CUST101132,PROD200930,3,2021-11-26,Credit Card,0,1350.06
TX303273,CUST101379,PROD200684,3,2022-08-10,Credit Card,0,613.62
TX303274,CUST100148,PROD200560,2,2024-10-31,Credit Card,0,2779.58
TX303275,CUST100306,PROD200122,3,2022-05-29,Credit Card,5,1397.73
TX303276,CUST101083,PROD201058,1,2021-10-27,Credit Card,20,889.4
TX303277,CUST100434,PROD200617,1,2021-05-08,Credit Card,0,771.34
TX303278,CUST100020,PROD200987,1,2022-08-28,Credit Card,0,1117.47
TX303279,CUST100874,PROD200839,4,2022-02-22,Credit Card,10,5306.8
TX303280,CUST100381,PROD200415,3,2024-01-14,Credit Card,0,104.91
TX303281,CUST100244,PROD200707,4,2021-03-08,Credit Card,20,4716.67
TX303282,CUST101096,PROD201644,2,2023-01-05,Credit Card,0,1886.24
TX303283,CUST101472,PROD200636,3,2023-07-16,Cash,20,2101.63
TX303284,CUST101099,PROD201350,1,2021-07-29,Debit Card,0,104.38
TX303285,CUST100697,PROD201318,2,2024-06-15,Debit Card,5,843.92
TX303286,CUST100589,PROD201455,2,2024-10-15,Debit Card,15,2187.05
TX303287,CUST100389,PROD200346,3,2024-02-25,Credit Card,5,2163.46
TX303288,CUST101365,PROD200036,1,2022-04-05,Mobile Pay,10,62.59
TX303289,CUST101313,PROD201723,4,2024-08-18,Credit Card,0,4875.64
TX303290,CUST100567,PROD200511,3,2024-02-24,Credit Card,0,3303.18
TX303291,CUST101354,PROD200848,1,2023-03-08,Credit Card,5,444.4
TX303292,CUST100258,PROD200534,2,2022-05-02,Mobile Pay,0,153.04
TX303293,CUST100425,PROD200909,3,2023-11-13,Mobile Pay,0,3102.15
TX303294,CUST101029,PROD200772,2,2022-08-13,Cash,15,1038.36
TX303295,CUST100005,PROD201729,1,2024-09-22,Credit Card,15,152.98
TX303296,CUST100190,PROD200663,4,2021-04-07,Mobile Pay,20,1964.93
TX303297,CUST100147,PROD201041,4,2023-02-21,Credit Card,5,663.59
TX303298,CUST100404,PROD200026,2,2023-03-05,Debit Card,0,900.06
TX303299,CUST100257,PROD200535,2,2023-05-04,Mobile Pay,0,2552.02
TX303300,CUST100729,PROD201052,2,2022-10-03,Cash,20,1645.98
TX303301,CUST100089,PROD201674,3,2024-02-05,Credit Card,5,3450.12
TX303302,CUST100823,PROD201007,1,2021-04-21,Cash,5,222.24
TX303303,CUST100009,PROD200657,2,2021-01-27,Credit Card,0,175.5
TX303304,CUST101110,PROD201658,2,2022-05-30,Credit Card,5,190.91
TX303305,CUST100837,PROD200639,2,2022-02-20,Cash,15,2155.53
TX303306,CUST101174,PROD201140,4,2024-06-24,Credit Card,10,3726.18
TX303307,CUST100987,PROD201155,2,2023-06-27,Credit Card,30,1886.78
TX303308,CUST100624,PROD201312,1,2022-04-07,Debit Card,5,94.02
TX303309,CUST100029,PROD201741,4,2024-07-21,Debit Card,5,915.65
TX303310,CUST100127,PROD201259,1,2024-08-19,Credit Card,0,122.6
TX303311,CUST101101,PROD200041,4,2023-01-24,Credit Card,0,1667.08
TX303312,CUST100420,PROD201183,4,2024-04-20,Mobile Pay,20,1585.47
TX303313,CUST101078,PROD201787,3,2024-01-25,Credit Card,0,580.86
TX303314,CUST100304,PROD201714,4,2024-05-20,Debit Card,15,2509.95
TX303315,CUST100545,PROD201148,4,2022-02-07,Mobile Pay,30,1835.88
TX303316,CUST101128,PROD201283,1,2022-02-01,Debit Card,0,249.62
TX303317,CUST101195,PROD201299,1,2022-08-26,Credit Card,0,1338.77
TX303318,CUST100021,PROD200212,2,2023-07-09,Credit Card,5,2553.58
TX303319,CUST101310,PROD201496,3,2021-12-30,Debit Card,0,764.25
TX303320,CUST100390,PROD200835,4,2024-10-30,Cash,0,469.72
TX303321,CUST100616,PROD200701,3,2021-06-02,Debit Card,5,2398.05
TX303322,CUST100148,PROD201593,2,2022-01-18,Credit Card,5,2190.91
TX303323,CUST101295,PROD201454,3,2021-12-22,Credit Card,10,1838.35
TX303324,CUST100298,PROD201738,4,2023-11-19,Credit Card,15,134.64
TX303325,CUST100171,PROD200079,1,2021-09-02,Cash,0,300.19
TX303326,CUST100046,PROD200954,3,2023-02-12,Debit Card,0,3796.02
TX303327,CUST100625,PROD201251,4,2021-03-25,Credit Card,0,4765.92
TX303328,CUST100206,PROD200901,2,2023-05-28,Cash,5,702.77
TX303329,CUST100452,PROD201118,4,2022-07-26,Debit Card,20,4715.74
TX303330,CUST101418,PROD200423,3,2024-02-14,Mobile Pay,30,180.7
TX303331,CUST100924,PROD200918,4,2022-06-26,Credit Card,0,2125.04
TX303332,CUST100753,PROD200515,4,2021-09-24,Debit Card,0,4246.16
TX303333,CUST101324,PROD200164,3,2021-11-26,Credit Card,0,1982.49
TX303334,CUST100707,PROD201449,3,2024-04-11,Cash,5,509.98
TX303335,CUST101008,PROD200996,2,2022-06-07,Cash,15,1666.78
TX303336,CUST100675,PROD200992,4,2021-01-12,Cash,15,2248.66
TX303337,CUST101199,PROD200892,1,2022-11-08,Credit Card,20,417.5
TX303338,CUST100854,PROD201015,3,2023-08-14,Debit Card,20,260.21
TX303339,CUST100782,PROD201065,4,2021-11-14,Credit Card,0,5910.0
TX303340,CUST101133,PROD200740,1,2021-03-23,Cash,0,1022.97
TX303341,CUST100683,PROD201426,1,2021-11-11,Credit Card,0,478.17
TX303342,CUST100962,PROD200754,4,2022-10-23,Credit Card,10,3328.42
TX303343,CUST100863,PROD201747,4,2024-05-07,Credit Card,5,4295.75
TX303344,CUST101225,PROD200415,4,2021-04-15,Credit Card,0,139.88
TX303345,CUST100167,PROD201323,1,2024-07-04,Credit Card,0,489.35
TX303346,CUST100085,PROD201078,4,2024-06-14,Credit Card,0,1877.24
TX303347,CUST100848,PROD200335,3,2024-09-17,Credit Card,0,2657.94
TX303348,CUST101074,PROD200880,1,2022-09-09,Credit Card,20,1197.87
TX303349,CUST101135,PROD201453,3,2023-10-02,Cash,10,3582.06
TX303350,CUST101486,PROD200971,3,2024-03-18,Credit Card,5,3515.1
TX303351,CUST100441,PROD200684,4,2024-02-01,Mobile Pay,0,818.16
TX303352,CUST100270,PROD201357,3,2023-01-04,Mobile Pay,15,3654.38
TX303353,CUST100343,PROD200740,4,2021-05-30,Credit Card,5,3887.29
TX303354,CUST101206,PROD201429,1,2022-10-13,Credit Card,10,1032.52
TX303355,CUST100502,PROD200029,3,2023-12-13,Credit Card,0,2365.83
TX303356,CUST101033,PROD201558,4,2022-03-27,Debit Card,15,5004.09
TX303357,CUST100493,PROD201540,2,2022-01-12,Debit Card,15,940.73
TX303358,CUST101257,PROD200574,4,2023-12-03,Credit Card,20,2538.69
TX303359,CUST101321,PROD200220,2,2021-05-20,Credit Card,5,2178.52
TX303360,CUST100243,PROD200826,4,2023-11-01,Debit Card,0,3393.88
TX303361,CUST101374,PROD200593,2,2021-11-23,Credit Card,0,69.96
TX303362,CUST100266,PROD201517,3,2023-05-02,Mobile Pay,0,4496.94
TX303363,CUST100892,PROD200753,2,2024-01-18,Credit Card,0,1251.48
TX303364,CUST100200,PROD201276,3,2024-01-05,Credit Card,0,2554.83
TX303365,CUST100238,PROD201587,3,2023-04-07,Credit Card,0,2241.36
TX303366,CUST101357,PROD201344,4,2021-07-08,Debit Card,20,4082.34
TX303367,CUST100914,PROD201062,3,2022-12-17,Credit Card,5,3396.83
TX303368,CUST101438,PROD201020,1,2022-03-30,Credit Card,15,681.4
TX303369,CUST100968,PROD201488,2,2022-03-13,Credit Card,0,2449.4
TX303370,CUST100483,PROD201794,4,2024-09-20,Credit Card,0,2989.92
TX303371,CUST101460,PROD201434,3,2022-11-11,Debit Card,0,4045.29
TX303372,CUST100245,PROD201435,2,2022-11-10,Credit Card,15,2400.4
TX303373,CUST101031,PROD200491,2,2023-01-09,Cash,0,1815.2
TX303374,CUST100151,PROD200437,1,2022-08-25,Credit Card,0,323.03
TX303375,CUST101415,PROD200478,2,2022-03-24,Debit Card,0,119.52
TX303376,CUST100210,PROD200782,4,2024-06-20,Debit Card,10,2230.81
TX303377,CUST100366,PROD200948,4,2023-12-23,Debit Card,0,393.44
TX303378,CUST100943,PROD201007,3,2023-08-31,Debit Card,0,701.82
TX303379,CUST100085,PROD200071,3,2024-02-24,Credit Card,5,748.58
TX303380,CUST101078,PROD200581,4,2024-08-22,Mobile Pay,10,3015.83
TX303381,CUST100445,PROD200219,2,2021-01-19,Debit Card,0,1300.44
TX303382,CUST100619,PROD201027,2,2021-08-23,Credit Card,10,1214.42
TX303383,CUST100303,PROD201002,1,2024-10-01,Credit Card,0,1290.81
TX303384,CUST100131,PROD200289,3,2022-12-10,Credit Card,30,1955.62
TX303385,CUST101444,PROD200379,2,2023-07-02,Debit Card,10,2325.44
TX303386,CUST100903,PROD200803,2,2022-05-08,Credit Card,10,789.07
TX303387,CUST101408,PROD201378,3,2024-08-08,Mobile Pay,0,875.37
TX303388,CUST100987,PROD200742,4,2024-06-10,Credit Card,5,1549.22
TX303389,CUST101221,PROD200079,2,2024-06-26,Debit Card,15,510.32
TX303390,CUST100046,PROD200065,1,2022-05-15,Cash,10,1059.75
TX303391,CUST100756,PROD200135,2,2021-03-23,Mobile Pay,15,1933.8
TX303392,CUST101226,PROD200398,2,2024-10-29,Credit Card,0,879.26
TX303393,CUST101284,PROD201726,1,2022-10-20,Mobile Pay,0,656.59
TX303394,CUST100689,PROD200346,4,2023-02-21,Mobile Pay,5,2884.62
TX303395,CUST101047,PROD200058,1,2021-08-21,Mobile Pay,0,470.0
TX303396,CUST100686,PROD200777,1,2023-03-02,Mobile Pay,0,994.51
TX303397,CUST100785,PROD999999,3,2022-06-10,Mobile Pay,5,967.72
TX303398,CUST100339,PROD200713,2,2024-01-12,Debit Card,0,1415.24
TX303399,CUST100411,PROD200976,4,2022-08-03,Cash,15,4461.65
TX303400,CUST101284,PROD201260,2,2021-02-20,Debit Card,10,471.51
TX303401,CUST100285,PROD200078,4,2023-11-25,Debit Card,5,5232.79
TX303402,CUST101109,PROD201581,1,2023-02-07,Debit Card,10,1198.1
TX303403,CUST100849,PROD201778,3,2023-11-20,Mobile Pay,10,1259.9
TX303404,CUST100429,PROD201695,1,2023-11-08,Credit Card,10,1050.35
TX303405,CUST100030,PROD200114,2,2023-07-02,Cash,0,1045.34
TX303406,CUST100602,PROD200985,3,2023-09-24,Credit Card,20,3197.64
TX303407,CUST100439,PROD201485,3,2021-03-31,Credit Card,10,3482.19
TX303408,CUST100984,PROD201649,2,2022-08-31,Credit Card,10,2332.8
TX303409,CUST101372,PROD200125,4,2024-08-27,Credit Card,0,1902.52
TX303410,CUST100411,PROD201625,3,2022-01-30,Mobile Pay,0,3969.3
TX303411,CUST100527,PROD200572,4,2022-10-19,Credit Card,20,2775.81
TX303412,CUST100309,PROD200964,4,2023-11-19,Debit Card,30,1422.43
TX303413,CUST100948,PROD200499,4,2021-06-18,Credit Card,15,2774.91
TX303414,CUST101419,PROD200828,3,2021-07-16,Mobile Pay,20,2637.96
TX303415,CUST101361,PROD201125,1,2021-12-09,Cash,0,339.61
TX303416,CUST100673,PROD200625,3,2024-01-07,Credit Card,0,2506.53
TX303417,CUST100436,PROD201197,1,2023-12-29,Credit Card,20,1195.32
TX303418,CUST100703,PROD200451,3,2021-01-16,Credit Card,0,2533.23
TX303419,CUST100662,PROD201115,1,2024-07-07,Credit Card,0,364.27
TX303420,CUST100364,PROD201718,1,2021-05-15,Credit Card,15,435.24
TX303421,CUST100922,PROD200384,3,2022-03-08,Mobile Pay,5,1934.61
TX303422,CUST100112,PROD201228,4,2024-10-04,Cash,0,782.84
TX303423,CUST100175,PROD200362,4,2024-07-13,Credit Card,5,3519.94
TX303424,CUST101172,PROD201730,1,2022-03-13,Mobile Pay,20,225.17
TX303425,CUST101201,PROD200497,2,2023-05-19,Credit Card,15,657.17
TX303426,CUST100935,PROD200536,2,2021-08-01,Credit Card,10,2693.5
TX303427,CUST100381,PROD201257,3,2022-02-26,Debit Card,30,2929.79
TX303428,CUST101246,PROD200015,3,2024-01-07,Credit Card,5,4159.8
TX303429,CUST101282,PROD200980,3,2023-06-11,Credit Card,0,3656.34
TX303430,CUST101212,PROD201164,2,2024-08-17,Credit Card,0,497.72
TX303431,CUST100305,PROD200619,4,2021-05-28,Cash,0,3145.92
TX303432,CUST101401,PROD201443,3,2021-11-11,Mobile Pay,0,2500.26
TX303433,CUST100601,PROD201479,3,2021-02-18,Debit Card,0,1294.86
TX303434,CUST100342,PROD200299,4,2023-07-30,Debit Card,0,1072.96
TX303435,CUST100155,PROD200338,1,2022-11-11,Debit Card,5,1158.87
TX303436,CUST100711,PROD200302,3,2021-03-19,Credit Card,0,1065.39
TX303437,CUST101078,PROD200591,2,2021-06-29,Cash,0,2059.46
TX303438,CUST101465,PROD200075,2,2021-05-31,Debit Card,0,1586.18
TX303439,CUST101223,PROD200913,3,2021-04-22,Credit Card,0,393.48
TX303440,CUST100402,PROD200779,2,2021-12-31,Credit Card,0,2718.5
TX303441,CUST100613,PROD201647,4,2022-05-31,Mobile Pay,0,4494.28
TX303442,CUST100796,PROD200920,1,2024-02-17,Credit Card,5,30.85
TX303443,CUST100622,PROD201339,1,2021-05-25,Mobile Pay,0,539.93
TX303444,CUST100602,PROD201523,3,2024-03-23,Credit Card,5,690.16
TX303445,CUST100176,PROD201098,3,2022-04-12,Debit Card,15,1917.17
TX303446,CUST100448,PROD201749,1,2022-06-14,Credit Card,0,332.1
TX303447,CUST100742,PROD200365,1,2023-04-15,Mobile Pay,0,981.44
TX303448,CUST100300,PROD201569,3,2023-03-06,Debit Card,5,1486.16
TX303449,CUST100706,PROD200652,2,2023-07-13,Credit Card,20,228.03
TX303450,CUST100306,PROD201005,3,2024-07-14,Credit Card,30,1256.03
TX303451,CUST100750,PROD201701,4,2023-04-09,Credit Card,0,2517.48
TX303452,CUST100868,PROD200395,3,2023-06-06,Mobile Pay,0,3051.24
TX303453,CUST101290,PROD201254,3,2022-10-10,Cash,0,2885.19
TX303454,CUST100213,PROD200803,3,2021-02-04,Cash,5,1249.35
TX303455,CUST100482,PROD201051,3,2023-03-09,Credit Card,5,2684.27
TX303456,CUST101285,PROD201498,3,2024-10-10,Debit Card,30,1778.07
TX303457,CUST101090,PROD201318,3,2021-08-31,Mobile Pay,20,1066.01
TX303458,CUST100132,PROD200844,2,2024-01-01,Cash,5,2229.88
TX303459,CUST100511,PROD201450,3,2021-01-13,Credit Card,0,1630.32
TX303460,CUST100210,PROD200871,1,2024-08-06,Debit Card,0,147.09
TX303461,CUST100987,PROD201114,3,2024-06-20,Cash,5,861.67
TX303462,CUST100986,PROD200114,2,2021-05-10,Debit Card,10,940.81
TX303463,CUST100716,PROD201182,4,2024-04-14,Credit Card,5,49.17
TX303464,CUST100252,PROD201281,1,2021-04-04,Credit Card,0,913.9
TX303465,CUST100037,PROD200372,3,2021-05-29,Mobile Pay,10,2851.12
TX303466,CUST101066,PROD200849,3,2023-01-03,Credit Card,5,1259.67
TX303467,CUST100628,PROD200089,1,2023-10-27,Credit Card,0,1337.35
TX303468,CUST101428,PROD200756,3,2021-08-06,Cash,10,1868.29
TX303469,CUST100986,PROD201321,2,2022-08-17,Debit Card,0,490.2
TX303470,CUST100045,PROD200030,3,2022-09-10,Mobile Pay,5,1220.06
TX303471,CUST101477,PROD200357,4,2024-05-27,Credit Card,20,3306.98
TX303472,CUST100304,PROD200469,2,2021-06-27,Cash,10,746.44
TX303473,CUST100232,PROD201763,3,2022-07-31,Credit Card,0,2828.52
TX303474,CUST100244,PROD201151,4,2023-06-16,Credit Card,5,4989.51
TX303475,CUST100759,PROD200269,1,2023-02-21,Credit Card,0,994.08
TX303476,CUST101318,PROD201521,2,2023-03-21,Debit Card,0,888.94
TX303477,CUST100838,PROD201436,3,2024-09-15,Debit Card,0,3905.64
TX303478,CUST101406,PROD200208,3,2021-03-05,Credit Card,20,297.79
TX303479,CUST100157,PROD200689,1,2023-08-29,Credit Card,5,70.7
TX303480,CUST101428,PROD201329,1,2021-11-17,Debit Card,5,1003.32
TX303481,CUST101024,PROD201214,2,2023-12-29,Credit Card,0,1489.32
TX303482,CUST100216,PROD201380,2,2022-03-27,Credit Card,0,2185.84
TX303483,CUST100927,PROD200456,2,2021-10-07,Debit Card,20,1848.99
TX303484,CUST100506,PROD200448,3,2023-03-12,Credit Card,0,3071.34
TX303485,CUST100760,PROD200067,3,2024-01-23,Debit Card,0,384.72
TX303486,CUST100903,PROD200873,2,2022-08-28,Debit Card,0,2187.26
TX303487,CUST100580,PROD200466,3,2024-07-22,Credit Card,0,4190.94
TX303488,CUST101053,PROD201383,1,2021-10-23,Mobile Pay,5,1066.13
TX303489,CUST100626,PROD201410,4,2022-09-03,Debit Card,10,3308.33
TX303490,CUST100519,PROD200127,3,2024-10-19,Credit Card,10,1942.95
TX303491,CUST100274,PROD201799,2,2024-08-19,Debit Card,5,1202.72
TX303492,CUST100491,PROD200732,3,2023-02-04,Debit Card,5,1684.32
TX303493,CUST100826,PROD201777,1,2021-01-23,Cash,0,1001.62
TX303494,CUST100950,PROD201508,2,2024-02-08,Cash,15,209.75
TX303495,CUST100925,PROD201267,4,2024-02-11,Mobile Pay,5,1217.29
TX303496,CUST100846,PROD201042,2,2021-10-17,Mobile Pay,0,750.22
TX303497,CUST101059,PROD201419,2,2021-09-10,Debit Card,0,1572.5
TX303498,CUST101334,PROD201690,2,2021-03-27,Debit Card,5,1374.99
TX303499,CUST101067,PROD201252,3,2021-01-11,Credit Card,0,2779.83
TX303500,CUST101178,PROD200367,4,2024-03-18,Mobile Pay,20,2667.78
TX303501,CUST101100,PROD200057,1,2024-05-06,Credit Card,5,1123.45
TX303502,CUST101461,PROD201304,3,2023-03-19,Debit Card,30,1146.29
TX303503,CUST101455,PROD200556,4,2024-01-06,Credit Card,10,2563.02
TX303504,CUST100038,PROD201125,4,2024-01-27,Credit Card,15,1154.67
TX303505,CUST100238,PROD200047,3,2021-06-24,Credit Card,0,1417.65
TX303506,CUST101036,PROD200561,2,2022-09-17,Credit Card,0,2885.28
